Mode,Expected Time,Actual Time,Correct Answers,Next Mode
1,750,336,1,0
2,1000,1643,2,1
2,1000,1208,2,1
0,300,37,2,0
1,750,45,4,2
2,1000,1879,0,1
2,1000,1642,5,1
2,1000,1347,0,1
1,750,139,0,0
1,750,499,3,0
1,750,1212,1,0
2,1000,1701,3,1
2,1000,282,5,2
2,1000,1162,4,2
1,750,701,3,0
2,1000,438,3,1
1,750,1312,0,0
0,300,509,4,0
2,1000,1321,3,1
1,750,1183,0,0
1,750,1407,5,0
1,750,1257,5,0
2,1000,396,2,1
0,300,216,1,0
1,750,1470,5,0
2,1000,1335,4,2
0,300,238,3,0
2,1000,1501,5,1
0,300,59,1,0
2,1000,1971,3,1
2,1000,1944,5,1
2,1000,812,0,1
1,750,180,2,0
2,1000,1944,1,1
2,1000,386,2,1
0,300,255,0,0
2,1000,1429,4,2
1,750,576,4,2
0,300,18,3,0
2,1000,924,1,1
1,750,1489,4,0
1,750,1002,2,0
2,1000,120,5,2
2,1000,1720,4,1
1,750,837,5,1
2,1000,489,3,1
1,750,238,5,2
1,750,1300,4,0
2,1000,547,0,1
2,1000,1207,4,2
1,750,112,0,0
1,750,1338,2,0
2,1000,1240,5,2
1,750,525,4,2
0,300,22,5,1
0,300,127,2,0
1,750,1023,0,0
2,1000,1941,2,1
1,750,1457,0,0
2,1000,1101,2,1
0,300,139,1,0
2,1000,1613,4,1
1,750,579,0,0
1,750,1068,1,0
2,1000,317,3,1
1,750,1431,2,0
2,1000,300,5,2
2,1000,1704,0,1
2,1000,783,4,2
2,1000,578,5,2
2,1000,539,1,1
0,300,330,5,0
1,750,474,2,0
2,1000,1370,1,1
0,300,126,3,0
1,750,126,5,2
2,1000,1702,3,1
1,750,566,4,2
1,750,337,0,0
2,1000,629,3,1
2,1000,672,1,1
2,1000,347,0,1
2,1000,844,3,1
1,750,1323,1,0
2,1000,1104,0,1
2,1000,1230,1,1
2,1000,1662,3,1
2,1000,251,4,2
1,750,940,1,0
1,750,828,3,0
2,1000,1283,5,2
1,750,776,3,0
2,1000,962,2,1
2,1000,1983,0,1
1,750,993,4,1
2,1000,343,2,1
0,300,467,4,0
1,750,349,1,0
1,750,1138,4,0
1,750,1054,5,1
2,1000,1050,5,2
1,750,1201,3,0
1,750,190,0,0
1,750,495,4,2
0,300,407,3,0
2,1000,1417,5,2
1,750,1057,4,1
0,300,73,4,1
2,1000,264,1,1
1,750,1306,1,0
2,1000,148,1,1
0,300,116,2,0
1,750,980,0,0
0,300,105,4,1
2,1000,1771,1,1
2,1000,626,3,1
1,750,781,2,0
1,750,1141,1,0
2,1000,368,3,1
2,1000,1387,0,1
1,750,875,2,0
2,1000,291,5,2
0,300,137,4,1
1,750,507,3,0
1,750,1218,2,0
2,1000,896,0,1
2,1000,1203,3,1
0,300,577,0,0
1,750,231,4,2
2,1000,1409,5,2
1,750,1351,5,0
0,300,213,1,0
2,1000,1542,1,1
1,750,66,4,2
2,1000,451,1,1
2,1000,1469,1,1
1,750,884,5,1
2,1000,831,2,1
1,750,1286,1,0
2,1000,111,4,2
2,1000,706,1,1
1,750,102,4,2
0,300,44,4,1
2,1000,211,4,2
2,1000,1163,0,1
1,750,419,0,0
1,750,1263,3,0
0,300,563,4,0
2,1000,181,4,2
2,1000,1224,4,2
0,300,272,4,1
2,1000,1466,0,1
1,750,652,4,2
2,1000,309,5,2
1,750,246,4,2
1,750,1469,3,0
1,750,1349,2,0
2,1000,1054,5,2
1,750,266,4,2
0,300,303,2,0
2,1000,1871,5,1
1,750,1129,0,0
2,1000,861,0,1
0,300,512,2,0
2,1000,1858,3,1
1,750,494,1,0
1,750,1012,3,0
1,750,444,2,0
2,1000,920,5,2
2,1000,1342,5,2
1,750,520,4,2
2,1000,66,5,2
2,1000,1425,5,2
2,1000,615,1,1
2,1000,687,5,2
2,1000,41,5,2
2,1000,1878,4,1
2,1000,19,0,1
0,300,182,0,0
2,1000,369,5,2
2,1000,484,4,2
2,1000,1880,2,1
2,1000,96,5,2
2,1000,1903,3,1
2,1000,609,1,1
1,750,206,4,2
2,1000,406,3,1
1,750,1109,2,0
1,750,506,3,0
2,1000,1825,3,1
1,750,875,0,0
2,1000,1997,2,1
2,1000,907,1,1
0,300,212,1,0
2,1000,1996,3,1
0,300,506,4,0
1,750,790,2,0
2,1000,280,4,2
2,1000,1847,3,1
1,750,350,0,0
1,750,522,0,0
0,300,532,0,0
1,750,290,0,0
2,1000,141,3,1
2,1000,1234,2,1
2,1000,1753,2,1
2,1000,700,2,1
2,1000,102,5,2
0,300,322,1,0
1,750,907,5,1
1,750,1006,5,1
2,1000,1290,3,1
2,1000,1583,5,1
1,750,360,2,0
1,750,1116,0,0
2,1000,1664,5,1
0,300,99,4,1
0,300,70,2,0
1,750,126,2,0
2,1000,1276,5,2
2,1000,1356,4,2
2,1000,915,4,2
0,300,237,4,1
1,750,997,3,0
2,1000,422,4,2
0,300,64,5,1
0,300,559,2,0
0,300,445,5,0
2,1000,461,0,1
2,1000,1791,5,1
2,1000,1025,0,1
0,300,169,3,0
1,750,791,1,0
1,750,230,1,0
2,1000,761,1,1
1,750,806,5,1
2,1000,602,5,2
1,750,820,0,0
0,300,40,0,0
2,1000,1567,2,1
1,750,343,2,0
1,750,958,0,0
0,300,588,0,0
1,750,700,5,2
1,750,1079,2,0
2,1000,1815,4,1
1,750,1171,2,0
2,1000,729,1,1
2,1000,940,4,2
2,1000,1103,4,2
2,1000,1478,5,2
1,750,445,2,0
1,750,1108,4,1
2,1000,617,1,1
1,750,944,2,0
1,750,378,2,0
2,1000,290,2,1
1,750,351,0,0
2,1000,1926,5,1
2,1000,1692,3,1
2,1000,946,2,1
2,1000,1120,5,2
2,1000,1404,5,2
2,1000,911,0,1
1,750,503,0,0
1,750,167,0,0
2,1000,1929,3,1
1,750,1299,4,0
1,750,696,0,0
1,750,923,3,0
1,750,773,5,1
1,750,1193,1,0
1,750,859,0,0
1,750,1336,5,0
1,750,446,3,0
0,300,503,5,0
2,1000,1801,5,1
2,1000,1954,2,1
0,300,385,5,0
2,1000,990,2,1
2,1000,600,5,2
1,750,975,3,0
2,1000,1645,2,1
1,750,463,2,0
0,300,385,4,0
2,1000,605,4,2
0,300,233,5,1
1,750,1488,4,0
2,1000,430,3,1
2,1000,821,5,2
1,750,1004,2,0
2,1000,986,4,2
2,1000,1397,5,2
1,750,115,0,0
1,750,804,2,0
1,750,886,0,0
1,750,789,5,1
1,750,446,2,0
1,750,794,1,0
1,750,787,1,0
1,750,376,0,0
2,1000,332,4,2
2,1000,105,2,1
2,1000,1482,3,1
1,750,1368,2,0
0,300,146,1,0
2,1000,351,0,1
2,1000,1920,0,1
2,1000,161,1,1
2,1000,16,3,1
2,1000,1064,2,1
2,1000,155,2,1
1,750,504,3,0
2,1000,1000,0,1
1,750,638,1,0
2,1000,1872,0,1
2,1000,370,2,1
2,1000,280,5,2
1,750,713,1,0
2,1000,1261,5,2
2,1000,1914,0,1
1,750,1337,2,0
1,750,1322,1,0
2,1000,1171,2,1
2,1000,1515,0,1
2,1000,491,1,1
2,1000,490,5,2
1,750,1234,1,0
2,1000,487,1,1
2,1000,1247,4,2
2,1000,1441,3,1
2,1000,1608,3,1
2,1000,53,3,1
1,750,436,3,0
2,1000,70,3,1
2,1000,753,2,1
0,300,86,5,1
2,1000,1271,3,1
2,1000,1904,1,1
0,300,265,0,0
2,1000,1834,0,1
2,1000,366,0,1
2,1000,893,4,2
2,1000,1784,3,1
2,1000,213,3,1
1,750,252,5,2
1,750,1199,2,0
0,300,453,0,0
1,750,960,4,1
2,1000,1836,2,1
0,300,146,0,0
2,1000,181,1,1
2,1000,1423,2,1
2,1000,208,1,1
2,1000,47,0,1
2,1000,365,2,1
0,300,460,2,0
1,750,1422,0,0
2,1000,196,4,2
2,1000,545,1,1
1,750,1130,4,0
0,300,512,0,0
1,750,1352,0,0
2,1000,1578,3,1
2,1000,455,0,1
2,1000,1555,1,1
2,1000,244,5,2
1,750,772,1,0
1,750,1324,0,0
1,750,508,3,0
0,300,383,3,0
2,1000,585,5,2
2,1000,1919,4,1
2,1000,756,0,1
2,1000,332,2,1
0,300,200,1,0
1,750,1093,2,0
2,1000,1354,5,2
2,1000,803,5,2
1,750,237,0,0
2,1000,927,1,1
0,300,506,3,0
1,750,150,4,2
1,750,134,2,0
2,1000,808,1,1
2,1000,1081,3,1
2,1000,1639,2,1
2,1000,1659,2,1
0,300,491,2,0
2,1000,1198,0,1
2,1000,1770,3,1
1,750,454,4,2
1,750,1139,1,0
2,1000,310,1,1
1,750,997,2,0
2,1000,1403,4,2
2,1000,535,2,1
0,300,533,2,0
2,1000,166,1,1
1,750,89,1,0
2,1000,96,1,1
2,1000,501,3,1
1,750,1304,1,0
0,300,524,1,0
1,750,520,1,0
0,300,472,1,0
1,750,1210,3,0
2,1000,348,1,1
1,750,433,1,0
2,1000,1949,4,1
0,300,556,4,0
1,750,462,0,0
1,750,1116,5,1
2,1000,1046,3,1
2,1000,208,4,2
2,1000,1142,4,2
2,1000,1167,0,1
1,750,328,1,0
2,1000,430,4,2
2,1000,975,3,1
2,1000,316,0,1
2,1000,23,1,1
0,300,311,4,0
1,750,765,1,0
2,1000,1851,5,1
0,300,580,5,0
2,1000,606,3,1
1,750,337,5,2
2,1000,31,3,1
2,1000,1519,1,1
2,1000,180,2,1
2,1000,382,3,1
1,750,725,2,0
2,1000,435,0,1
2,1000,1019,1,1
2,1000,922,0,1
2,1000,696,4,2
2,1000,66,2,1
1,750,759,2,0
0,300,99,1,0
1,750,449,5,2
2,1000,286,1,1
1,750,410,5,2
1,750,1275,4,0
2,1000,771,3,1
1,750,268,5,2
0,300,154,4,1
1,750,138,3,0
1,750,814,3,0
2,1000,914,4,2
0,300,85,1,0
1,750,1160,0,0
2,1000,160,3,1
1,750,980,5,1
1,750,322,2,0
2,1000,128,3,1
2,1000,552,5,2
2,1000,148,4,2
2,1000,390,4,2
2,1000,832,5,2
2,1000,1174,4,2
0,300,259,1,0
0,300,70,1,0
2,1000,40,3,1
1,750,1143,2,0
2,1000,1392,5,2
0,300,302,5,0
1,750,1240,0,0
2,1000,260,3,1
1,750,585,5,2
1,750,401,1,0
2,1000,1850,5,1
2,1000,1699,4,1
1,750,325,2,0
2,1000,1858,5,1
0,300,447,4,0
1,750,602,5,2
1,750,865,4,1
0,300,425,5,0
0,300,97,3,0
1,750,916,2,0
2,1000,996,2,1
2,1000,1002,4,2
2,1000,322,2,1
2,1000,576,2,1
0,300,492,3,0
2,1000,177,2,1
0,300,355,0,0
2,1000,693,5,2
2,1000,179,0,1
2,1000,1582,0,1
2,1000,1876,5,1
2,1000,1488,2,1
1,750,1374,4,0
2,1000,475,0,1
2,1000,808,4,2
2,1000,1907,4,1
1,750,862,3,0
1,750,1196,2,0
2,1000,39,1,1
2,1000,755,2,1
0,300,118,5,1
1,750,41,3,0
1,750,1078,2,0
1,750,817,1,0
0,300,372,5,0
2,1000,1626,3,1
0,300,357,1,0
2,1000,159,0,1
2,1000,563,2,1
0,300,98,0,0
2,1000,303,4,2
1,750,996,2,0
2,1000,1411,5,2
1,750,1380,0,0
2,1000,266,4,2
2,1000,496,2,1
1,750,1307,4,0
1,750,286,4,2
1,750,674,3,0
2,1000,177,0,1
2,1000,1615,2,1
1,750,775,5,1
0,300,55,4,1
2,1000,1848,1,1
1,750,248,0,0
2,1000,1130,1,1
0,300,286,5,1
1,750,612,4,2
2,1000,306,0,1
2,1000,1513,1,1
1,750,1451,2,0
2,1000,709,2,1
2,1000,1370,3,1
2,1000,159,3,1
2,1000,1888,1,1
2,1000,1519,3,1
1,750,307,0,0
2,1000,651,3,1
2,1000,1316,1,1
0,300,78,2,0
2,1000,1807,0,1
1,750,1118,5,1
1,750,633,4,2
2,1000,372,0,1
1,750,1043,2,0
0,300,357,0,0
1,750,1113,2,0
2,1000,1770,2,1
1,750,850,3,0
2,1000,594,4,2
1,750,404,3,0
0,300,121,5,1
2,1000,834,2,1
2,1000,751,3,1
0,300,77,0,0
1,750,347,2,0
1,750,957,4,1
1,750,1288,3,0
2,1000,548,4,2
0,300,507,5,0
2,1000,1743,1,1
1,750,331,4,2
2,1000,757,4,2
2,1000,678,0,1
1,750,1212,5,0
2,1000,713,1,1
2,1000,708,3,1
2,1000,1679,3,1
2,1000,1180,4,2
0,300,441,2,0
1,750,643,3,0
2,1000,883,4,2
1,750,643,2,0
0,300,257,3,0
1,750,608,3,0
2,1000,1341,4,2
2,1000,789,0,1
2,1000,159,2,1
2,1000,1238,3,1
1,750,183,5,2
1,750,1127,5,0
1,750,1287,5,0
2,1000,649,4,2
0,300,576,5,0
0,300,349,1,0
2,1000,614,3,1
1,750,159,4,2
2,1000,969,1,1
2,1000,665,2,1
1,750,1231,0,0
2,1000,583,5,2
2,1000,719,3,1
1,750,525,3,0
0,300,39,5,1
2,1000,296,1,1
2,1000,19,1,1
1,750,13,0,0
2,1000,1369,0,1
2,1000,1702,1,1
0,300,235,0,0
2,1000,1353,2,1
2,1000,491,0,1
1,750,265,2,0
2,1000,1102,5,2
2,1000,970,2,1
2,1000,1513,0,1
1,750,393,2,0
1,750,839,1,0
1,750,849,0,0
2,1000,1509,5,1
2,1000,628,5,2
2,1000,1953,2,1
2,1000,1636,0,1
1,750,157,5,2
2,1000,77,3,1
0,300,309,4,0
0,300,345,2,0
2,1000,1426,5,2
1,750,825,5,1
1,750,445,4,2
2,1000,308,3,1
2,1000,40,0,1
1,750,580,0,0
1,750,955,0,0
2,1000,1222,4,2
1,750,1145,1,0
2,1000,1219,3,1
1,750,1039,3,0
2,1000,1787,5,1
1,750,572,4,2
2,1000,1674,3,1
1,750,872,2,0
0,300,367,4,0
2,1000,520,3,1
1,750,796,4,1
1,750,429,3,0
2,1000,76,5,2
2,1000,833,2,1
0,300,433,3,0
2,1000,1631,2,1
2,1000,557,2,1
2,1000,622,1,1
1,750,1188,5,0
2,1000,803,1,1
0,300,423,1,0
0,300,189,3,0
1,750,1340,4,0
1,750,1199,0,0
1,750,445,5,2
2,1000,76,2,1
2,1000,1685,2,1
2,1000,1063,1,1
1,750,319,1,0
2,1000,14,0,1
1,750,317,4,2
0,300,262,2,0
2,1000,355,2,1
1,750,1315,4,0
2,1000,1378,4,2
1,750,942,5,1
0,300,140,1,0
2,1000,715,2,1
1,750,291,1,0
2,1000,1629,0,1
1,750,563,1,0
1,750,284,4,2
2,1000,778,4,2
1,750,253,4,2
2,1000,583,0,1
1,750,1127,0,0
1,750,53,2,0
0,300,282,5,1
1,750,794,5,1
2,1000,1794,4,1
1,750,504,0,0
0,300,461,2,0
2,1000,1846,1,1
1,750,786,3,0
2,1000,915,1,1
0,300,483,4,0
2,1000,699,4,2
1,750,937,1,0
2,1000,1843,3,1
2,1000,1861,5,1
1,750,551,0,0
2,1000,1043,2,1
2,1000,1314,4,2
1,750,71,3,0
1,750,213,2,0
2,1000,233,4,2
2,1000,759,0,1
0,300,119,0,0
1,750,20,0,0
2,1000,1292,3,1
1,750,115,3,0
0,300,133,5,1
2,1000,1950,3,1
2,1000,159,5,2
1,750,853,1,0
2,1000,624,4,2
2,1000,231,2,1
0,300,448,2,0
2,1000,978,3,1
1,750,587,4,2
2,1000,908,4,2
2,1000,292,2,1
1,750,758,5,1
2,1000,1184,3,1
2,1000,463,0,1
1,750,1016,2,0
1,750,668,3,0
2,1000,1947,2,1
2,1000,958,0,1
1,750,275,2,0
2,1000,171,4,2
2,1000,807,0,1
2,1000,508,5,2
0,300,481,1,0
0,300,437,2,0
1,750,650,2,0
0,300,432,3,0
1,750,1113,4,1
1,750,809,4,1
1,750,457,0,0
2,1000,1797,0,1
0,300,156,4,1
2,1000,1631,0,1
0,300,97,2,0
2,1000,1464,2,1
2,1000,1209,0,1
2,1000,1004,4,2
2,1000,760,3,1
1,750,690,2,0
1,750,823,3,0
2,1000,74,5,2
1,750,1357,5,0
0,300,536,0,0
1,750,990,3,0
2,1000,1376,3,1
2,1000,1785,3,1
1,750,752,3,0
2,1000,215,0,1
2,1000,876,1,1
2,1000,1326,4,2
0,300,368,1,0
1,750,855,2,0
1,750,954,3,0
2,1000,55,4,2
1,750,1445,0,0
0,300,289,5,1
1,750,143,4,2
2,1000,1337,2,1
2,1000,1071,0,1
1,750,601,3,0
2,1000,932,4,2
1,750,229,4,2
1,750,382,3,0
2,1000,1756,3,1
2,1000,873,2,1
1,750,741,0,0
0,300,28,2,0
2,1000,1406,4,2
1,750,180,3,0
1,750,526,1,0
1,750,1068,5,1
1,750,116,4,2
1,750,67,3,0
1,750,479,2,0
1,750,520,0,0
2,1000,143,2,1
2,1000,1620,2,1
1,750,1408,3,0
0,300,357,2,0
1,750,1237,2,0
1,750,1039,1,0
1,750,164,4,2
1,750,1288,4,0
1,750,473,0,0
1,750,780,3,0
0,300,36,4,1
2,1000,299,4,2
2,1000,211,5,2
2,1000,1501,2,1
2,1000,1077,1,1
2,1000,1812,0,1
1,750,370,1,0
2,1000,82,4,2
0,300,592,1,0
2,1000,921,5,2
2,1000,455,5,2
1,750,637,5,2
1,750,481,2,0
2,1000,244,0,1
1,750,102,1,0
2,1000,1659,4,1
2,1000,1881,5,1
2,1000,1232,1,1
2,1000,1398,4,2
1,750,1194,4,0
0,300,408,2,0
2,1000,872,4,2
0,300,312,4,0
1,750,1040,1,0
2,1000,514,4,2
0,300,540,5,0
2,1000,223,0,1
2,1000,570,3,1
0,300,5,2,0
2,1000,1492,0,1
1,750,131,5,2
2,1000,1779,2,1
2,1000,558,4,2
1,750,1339,5,0
1,750,400,3,0
2,1000,756,1,1
1,750,1499,1,0
2,1000,1548,3,1
2,1000,922,3,1
1,750,887,0,0
2,1000,241,3,1
2,1000,726,3,1
2,1000,1178,1,1
1,750,657,0,0
1,750,1423,3,0
1,750,909,4,1
2,1000,737,2,1
2,1000,827,2,1
2,1000,825,5,2
2,1000,284,0,1
2,1000,60,5,2
2,1000,805,1,1
2,1000,562,0,1
2,1000,1168,3,1
2,1000,1842,4,1
2,1000,1987,3,1
0,300,144,2,0
2,1000,862,1,1
2,1000,145,1,1
2,1000,1121,2,1
1,750,913,1,0
0,300,215,0,0
2,1000,1186,4,2
2,1000,1884,1,1
1,750,283,3,0
2,1000,1649,4,1
2,1000,542,0,1
2,1000,1044,4,2
2,1000,1756,4,1
2,1000,868,4,2
2,1000,957,3,1
2,1000,894,0,1
2,1000,1033,2,1
1,750,1247,0,0
1,750,1073,2,0
0,300,596,5,0
2,1000,715,5,2
2,1000,793,3,1
2,1000,1288,5,2
0,300,256,3,0
0,300,397,2,0
2,1000,574,4,2
2,1000,164,4,2
2,1000,1139,0,1
0,300,125,0,0
1,750,900,4,1
2,1000,1881,2,1
1,750,1198,0,0
1,750,961,3,0
1,750,784,0,0
2,1000,1785,2,1
2,1000,1642,2,1
2,1000,814,5,2
2,1000,1573,5,1
1,750,1352,4,0
1,750,1339,3,0
1,750,810,5,1
0,300,429,5,0
2,1000,135,1,1
2,1000,1497,1,1
1,750,1306,0,0
1,750,975,4,1
2,1000,1120,1,1
2,1000,1055,2,1
1,750,320,3,0
2,1000,1450,1,1
2,1000,126,4,2
0,300,30,0,0
1,750,419,4,2
1,750,703,0,0
2,1000,521,3,1
1,750,701,5,2
2,1000,509,4,2
1,750,95,3,0
0,300,255,1,0
2,1000,811,3,1
2,1000,1147,2,1
2,1000,1850,0,1
2,1000,1045,1,1
1,750,485,3,0
1,750,717,2,0
2,1000,386,5,2
2,1000,1770,4,1
1,750,463,3,0
1,750,1144,5,0
1,750,966,2,0
2,1000,1209,1,1
2,1000,995,5,2
0,300,581,1,0
1,750,1220,0,0
0,300,192,3,0
2,1000,697,1,1
0,300,12,2,0
0,300,323,2,0
1,750,600,2,0
1,750,179,0,0
2,1000,1458,1,1
1,750,297,1,0
1,750,1374,0,0
1,750,606,4,2
2,1000,781,4,2
0,300,424,2,0
0,300,492,1,0
2,1000,247,1,1
1,750,1173,3,0
1,750,1005,4,1
1,750,5,4,2
2,1000,379,4,2
1,750,76,1,0
2,1000,429,0,1
2,1000,1214,2,1
0,300,323,0,0
0,300,596,1,0
0,300,364,2,0
0,300,82,3,0
1,750,174,2,0
1,750,420,3,0
2,1000,1164,1,1
0,300,483,1,0
0,300,449,1,0
2,1000,888,1,1
0,300,82,1,0
1,750,224,5,2
2,1000,974,3,1
0,300,422,0,0
2,1000,1919,3,1
2,1000,1306,0,1
2,1000,1298,3,1
2,1000,91,0,1
1,750,545,5,2
2,1000,1282,0,1
1,750,850,2,0
2,1000,1863,0,1
1,750,298,5,2
1,750,344,1,0
2,1000,1049,0,1
2,1000,764,0,1
1,750,114,1,0
2,1000,1560,3,1
1,750,494,0,0
0,300,92,3,0
2,1000,1690,3,1
0,300,425,3,0
1,750,400,2,0
2,1000,728,3,1
0,300,294,2,0
1,750,728,1,0
2,1000,1466,3,1
1,750,574,4,2
2,1000,1205,5,2
2,1000,514,2,1
2,1000,1810,2,1
2,1000,995,3,1
1,750,956,5,1
2,1000,926,5,2
1,750,305,0,0
1,750,1281,4,0
1,750,227,5,2
2,1000,545,3,1
1,750,1275,1,0
2,1000,1205,2,1
2,1000,1073,1,1
2,1000,950,5,2
1,750,329,4,2
1,750,435,4,2
2,1000,551,0,1
2,1000,1119,4,2
0,300,247,2,0
1,750,1363,5,0
0,300,373,2,0
2,1000,469,1,1
1,750,1063,2,0
1,750,1134,0,0
2,1000,535,0,1
1,750,1310,4,0
2,1000,1892,5,1
2,1000,1241,0,1
2,1000,1961,3,1
1,750,872,1,0
1,750,575,1,0
1,750,1494,5,0
2,1000,450,2,1
1,750,854,0,0
2,1000,725,5,2
2,1000,765,4,2
2,1000,1959,3,1
1,750,1189,1,0
0,300,192,0,0
2,1000,442,3,1
2,1000,1026,0,1
2,1000,1352,3,1
2,1000,1746,0,1
1,750,538,0,0
1,750,839,3,0
2,1000,850,5,2
1,750,943,5,1
2,1000,1929,2,1
1,750,979,5,1
1,750,1319,5,0
1,750,1446,2,0
1,750,1085,0,0
1,750,1497,0,0
2,1000,1271,5,2
2,1000,1092,5,2
2,1000,203,2,1
2,1000,641,0,1
1,750,792,0,0
0,300,72,5,1
1,750,1193,4,0
0,300,492,5,0
2,1000,1942,2,1
2,1000,39,5,2
2,1000,1541,0,1
1,750,104,5,2
1,750,513,3,0
0,300,54,3,0
2,1000,1444,1,1
1,750,1039,0,0
1,750,1071,5,1
1,750,935,2,0
1,750,672,4,2
2,1000,191,3,1
2,1000,1238,2,1
1,750,104,2,0
2,1000,316,2,1
2,1000,726,4,2
2,1000,643,4,2
1,750,911,0,0
0,300,502,5,0
0,300,402,0,0
2,1000,105,5,2
1,750,892,4,1
0,300,88,3,0
0,300,372,0,0
2,1000,347,2,1
1,750,1280,1,0
1,750,888,5,1
1,750,335,2,0
2,1000,233,0,1
1,750,619,5,2
0,300,252,4,1
1,750,318,3,0
2,1000,916,4,2
1,750,1466,2,0
1,750,449,0,0
1,750,127,3,0
1,750,25,0,0
2,1000,1923,4,1
2,1000,662,3,1
2,1000,1325,2,1
1,750,1363,0,0
2,1000,1908,3,1
1,750,1224,3,0
1,750,140,4,2
1,750,737,0,0
1,750,1249,5,0
2,1000,770,5,2
2,1000,15,0,1
2,1000,980,0,1
0,300,314,1,0
1,750,361,2,0
2,1000,1654,3,1
1,750,1113,3,0
2,1000,993,5,2
1,750,148,4,2
0,300,154,3,0
1,750,33,5,2
1,750,495,3,0
2,1000,1009,0,1
0,300,127,0,0
2,1000,1138,5,2
1,750,666,0,0
2,1000,1588,3,1
2,1000,1548,2,1
2,1000,231,4,2
1,750,1131,1,0
0,300,374,5,0
2,1000,1144,5,2
2,1000,95,5,2
2,1000,111,1,1
2,1000,823,4,2
0,300,523,5,0
1,750,947,4,1
1,750,1396,0,0
1,750,993,1,0
1,750,458,1,0
2,1000,1970,0,1
2,1000,674,2,1
1,750,822,5,1
1,750,576,2,0
1,750,756,1,0
2,1000,1570,2,1
2,1000,1329,1,1
0,300,151,3,0
2,1000,1176,1,1
1,750,1470,4,0
2,1000,1859,4,1
0,300,330,1,0
2,1000,1412,0,1
2,1000,962,1,1
2,1000,1969,0,1
1,750,214,4,2
2,1000,1140,2,1
2,1000,744,4,2
1,750,264,5,2
0,300,67,1,0
2,1000,639,0,1
1,750,130,5,2
2,1000,1348,4,2
2,1000,1539,2,1
2,1000,46,5,2
1,750,1013,1,0
1,750,728,2,0
2,1000,313,5,2
1,750,358,0,0
1,750,712,0,0
2,1000,1000,2,1
2,1000,1580,4,1
1,750,390,1,0
0,300,67,2,0
2,1000,50,1,1
0,300,307,2,0
2,1000,738,1,1
2,1000,1905,0,1
2,1000,1834,4,1
1,750,391,5,2
2,1000,1122,3,1
2,1000,9,5,2
1,750,9,0,0
0,300,578,2,0
1,750,413,5,2
1,750,848,5,1
1,750,218,3,0
1,750,1029,0,0
1,750,1034,3,0
1,750,441,1,0
2,1000,905,5,2
1,750,1036,0,0
0,300,15,5,1
0,300,557,4,0
0,300,507,1,0
2,1000,192,2,1
0,300,571,5,0
2,1000,1276,4,2
0,300,522,3,0
0,300,432,5,0
1,750,435,3,0
1,750,314,5,2
2,1000,1228,5,2
2,1000,630,1,1
2,1000,379,2,1
2,1000,604,0,1
1,750,1172,3,0
2,1000,1804,5,1
2,1000,1396,3,1
2,1000,1331,4,2
2,1000,294,2,1
2,1000,658,1,1
1,750,646,1,0
0,300,321,2,0
2,1000,513,5,2
0,300,224,1,0
2,1000,1439,5,2
2,1000,1135,3,1
1,750,445,0,0
2,1000,638,4,2
2,1000,1354,4,2
0,300,43,2,0
2,1000,1283,2,1
2,1000,845,0,1
2,1000,1872,5,1
1,750,534,3,0
0,300,569,5,0
2,1000,1770,5,1
2,1000,523,1,1
1,750,844,5,1
1,750,594,3,0
1,750,166,4,2
2,1000,945,0,1
2,1000,1671,0,1
0,300,38,5,1
2,1000,1799,2,1
1,750,1314,4,0
2,1000,860,2,1
1,750,22,3,0
2,1000,1069,5,2
1,750,154,4,2
2,1000,1338,0,1
1,750,933,2,0
0,300,46,4,1
2,1000,1931,0,1
1,750,563,3,0
2,1000,1021,0,1
1,750,1071,1,0
2,1000,1028,0,1
2,1000,1694,2,1
1,750,1187,2,0
1,750,90,5,2
2,1000,594,3,1
2,1000,373,5,2
1,750,624,3,0
2,1000,1335,5,2
1,750,1378,5,0
2,1000,908,2,1
2,1000,1017,5,2
2,1000,611,3,1
2,1000,622,5,2
1,750,177,5,2
0,300,503,3,0
2,1000,1237,5,2
2,1000,643,1,1
1,750,637,0,0
2,1000,263,1,1
2,1000,1964,4,1
2,1000,212,0,1
2,1000,1049,2,1
2,1000,654,3,1
2,1000,456,2,1
2,1000,662,1,1
1,750,218,5,2
2,1000,1691,0,1
2,1000,512,0,1
1,750,856,5,1
2,1000,830,2,1
1,750,359,0,0
1,750,1450,2,0
1,750,871,4,1
2,1000,1278,1,1
2,1000,1309,1,1
2,1000,476,5,2
2,1000,1473,1,1
2,1000,924,5,2
1,750,1297,3,0
0,300,361,5,0
1,750,141,0,0
2,1000,645,3,1
2,1000,1206,2,1
0,300,525,4,0
2,1000,1320,5,2
2,1000,158,5,2
2,1000,1977,2,1
1,750,1164,2,0
2,1000,1567,3,1
2,1000,1829,5,1
0,300,171,4,1
2,1000,1948,1,1
1,750,737,3,0
1,750,895,2,0
1,750,366,2,0
2,1000,211,2,1
1,750,1041,1,0
2,1000,1724,3,1
0,300,252,1,0
2,1000,751,5,2
2,1000,1687,4,1
1,750,379,0,0
0,300,129,2,0
0,300,335,3,0
2,1000,828,0,1
2,1000,380,0,1
1,750,577,5,2
2,1000,1698,5,1
2,1000,774,3,1
1,750,1303,5,0
1,750,667,1,0
2,1000,1896,3,1
1,750,469,4,2
1,750,923,5,1
